ANO,LOCALIZAÇÃO,PRODUÇÃO,REGIÃO
2021-03-01,MAR,"1310,138",SERGIPE
2021-04-01,MAR,"1131,3795",SERGIPE
2021-05-01,MAR,"1352,531",SERGIPE
2021-06-01,MAR,"1413,3865",SERGIPE
2021-07-01,MAR,"1648,333",SERGIPE
2021-08-01,MAR,"722,915",SERGIPE
2021-09-01,MAR,"430,912",SERGIPE
2021-10-01,MAR,"441,26569",SERGIPE
2021-11-01,MAR,"681,28835",SERGIPE
2021-12-01,MAR,"941,00159",SERGIPE
2021-01-01,TERRA,"41977,52794",SERGIPE
2021-02-01,TERRA,"38978,91378",SERGIPE
2021-03-01,TERRA,"41064,18745",SERGIPE
2021-04-01,TERRA,"27453,8541",SERGIPE
2021-05-01,TERRA,"45424,46757",SERGIPE
2021-06-01,TERRA,"35291,18042",SERGIPE
2021-07-01,TERRA,"39028,971",SERGIPE
2021-08-01,TERRA,"36283,04421",SERGIPE
2021-09-01,TERRA,"34544,00988",SERGIPE
2021-10-01,TERRA,"35933,0195",SERGIPE
2021-11-01,TERRA,"36402,50803",SERGIPE
2021-12-01,TERRA,"36246,35774",SERGIPE
2022-01-01,MAR,"887,574",SERGIPE
2022-02-01,MAR,"945,82621",SERGIPE
2022-03-01,MAR,"1060,62899",SERGIPE
2022-04-01,MAR,"1240,98266",SERGIPE
2022-05-01,MAR,"1236,87912",SERGIPE
2022-06-01,MAR,"1131,28526",SERGIPE
2022-07-01,MAR,"1063,00056",SERGIPE
2022-08-01,MAR,"1176,09926",SERGIPE
2022-09-01,MAR,"1153,2413",SERGIPE
2022-10-01,MAR,"1174,93198",SERGIPE
2022-11-01,MAR,"1114,52889",SERGIPE
2022-12-01,MAR,"945,34712",SERGIPE
2022-01-01,TERRA,"35927,1129",SERGIPE
2022-02-01,TERRA,"32071,81451",SERGIPE
2022-03-01,TERRA,"37279,57816",SERGIPE
2022-04-01,TERRA,"29787,05789",SERGIPE
2022-05-01,TERRA,"13891,01594",SERGIPE
2022-06-01,TERRA,"1146,74733",SERGIPE
2022-07-01,TERRA,"1258,3391",SERGIPE
2022-08-01,TERRA,"1159,1514",SERGIPE
2022-09-01,TERRA,"1127,93148",SERGIPE
2022-10-01,TERRA,"7171,97671",SERGIPE
2022-11-01,TERRA,"22712,50564",SERGIPE
2022-12-01,TERRA,"20113,18428",SERGIPE
2023-01-01,MAR,"951,31",SERGIPE
2023-02-01,MAR,"832,803",SERGIPE
2023-03-01,MAR,"836,801",SERGIPE
2023-04-01,MAR,"797,74",SERGIPE
2023-05-01,MAR,"867,277",SERGIPE
2023-06-01,MAR,"778,497",SERGIPE
2023-07-01,MAR,"789,93",SERGIPE
2023-08-01,MAR,"794,584",SERGIPE
2023-09-01,MAR,"720,987",SERGIPE
2023-10-01,MAR,"0,0",SERGIPE
2023-11-01,MAR,"0,0",SERGIPE
2023-12-01,MAR,"0,0",SERGIPE
2023-01-01,TERRA,"17331,73",SERGIPE
2023-02-01,TERRA,"21799,116",SERGIPE
2023-03-01,TERRA,"31925,676",SERGIPE
2023-04-01,TERRA,"29195,791",SERGIPE
2023-05-01,TERRA,"32118,956",SERGIPE
2023-06-01,TERRA,"27633,762",SERGIPE
2023-07-01,TERRA,"34778,232",SERGIPE
2023-08-01,TERRA,"31291,429",SERGIPE
2023-09-01,TERRA,"42509,322",SERGIPE
2023-10-01,TERRA,"0,0",SERGIPE
2023-11-01,TERRA,"0,0",SERGIPE
2023-12-01,TERRA,"0,0",SERGIPE
