ANO,LOCALIZAÇÃO,PRODUTO,PRODUÇÃO,REGIÃO
2020-07-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2020-06-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2020-05-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2020-03-01,NÃO SE APLICA,LGN,"5496,0",SERGIPE
2020-11-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2020-10-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2020-09-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-04-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-08-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-12-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-02-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-01-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-07-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-06-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-05-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-03-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-11-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-10-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2021-09-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-04-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-08-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-12-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-02-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-01-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-07-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-06-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-05-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-03-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-11-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-10-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2022-09-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-04-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-08-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-02-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-01-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-07-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-06-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-05-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-03-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
2023-09-01,NÃO SE APLICA,LGN,"0,0",SERGIPE
