Componente,Ano,Valor,Região
Salários,2010-01-01,"0,3287018248531148",Brasil
Salários,2011-01-01,"0,3321590756931181",Brasil
Salários,2012-01-01,"0,33791570088644185",Brasil
Salários,2013-01-01,"0,34177423683446945",Brasil
Salários,2014-01-01,"0,34615423869235973",Brasil
Salários,2015-01-01,"0,35472374185407124",Brasil
Salários,2016-01-01,"0,35558707408513407",Brasil
Salários,2017-01-01,"0,3511293559663597",Brasil
Salários,2018-01-01,"0,34583798355858364",Brasil
Salários,2019-01-01,"0,3437065874187381",Brasil
Salários,2020-01-01,"0,3327326006882678",Brasil
Salários,2010-01-01,"0,3607618087088878",Nordeste
Salários,2011-01-01,"0,3683872655155243",Nordeste
Salários,2012-01-01,"0,3685409073958112",Nordeste
Salários,2013-01-01,"0,37547522545056256",Nordeste
Salários,2014-01-01,"0,3774175203362666",Nordeste
Salários,2015-01-01,"0,3818229894195735",Nordeste
Salários,2016-01-01,"0,3771705269827347",Nordeste
Salários,2017-01-01,"0,37071152922141076",Nordeste
Salários,2018-01-01,"0,3691859072787141",Nordeste
Salários,2019-01-01,"0,3684978129936551",Nordeste
Salários,2020-01-01,"0,3487353466431323",Nordeste
Salários,2010-01-01,"0,3587530585736854",Sergipe
Salários,2011-01-01,"0,36183880153166814",Sergipe
Salários,2012-01-01,"0,3615817811235661",Sergipe
Salários,2013-01-01,"0,378496745314786",Sergipe
Salários,2014-01-01,"0,3928978222821129",Sergipe
Salários,2015-01-01,"0,40100754873426847",Sergipe
Salários,2016-01-01,"0,390752952226525",Sergipe
Salários,2017-01-01,"0,39397635738201664",Sergipe
Salários,2018-01-01,"0,39396746454137826",Sergipe
Salários,2019-01-01,"0,3856184008937908",Sergipe
Salários,2020-01-01,"0,3721394096405206",Sergipe
