ANO,MÊS,LOCALIZAÇÃO,PRODUTO,PRODUÇÃO,REGIÃO
2000-01-01,DEZ,MAR,GÁS NATURAL,"165886,91489999997",NORDESTE
2000-01-01,FEV,MAR,GÁS NATURAL,"155804,7695",NORDESTE
2000-01-01,JAN,MAR,GÁS NATURAL,"165539,4134",NORDESTE
2000-01-01,JUL,MAR,GÁS NATURAL,"171310,10189999998",NORDESTE
2000-01-01,JUN,MAR,GÁS NATURAL,"163639,9087",NORDESTE
2000-01-01,MAI,MAR,GÁS NATURAL,"165219,0246",NORDESTE
2000-01-01,MAR,MAR,GÁS NATURAL,"161191,3495",NORDESTE
2000-01-01,NOV,MAR,GÁS NATURAL,"144426,3315",NORDESTE
2000-01-01,OUT,MAR,GÁS NATURAL,"167220,09139999998",NORDESTE
2000-01-01,SET,MAR,GÁS NATURAL,"166116,27730000002",NORDESTE
2000-01-01,ABR,TERRA,GÁS NATURAL,"230739,76440000001",NORDESTE
2000-01-01,AGO,TERRA,GÁS NATURAL,"258261,7474",NORDESTE
2000-01-01,DEZ,TERRA,GÁS NATURAL,"257593,28149999998",NORDESTE
2000-01-01,FEV,TERRA,GÁS NATURAL,"209663,67200000002",NORDESTE
2000-01-01,JAN,TERRA,GÁS NATURAL,"242108,99920000002",NORDESTE
2000-01-01,JUL,TERRA,GÁS NATURAL,"247992,01080000002",NORDESTE
2000-01-01,JUN,TERRA,GÁS NATURAL,"235644,52529999998",NORDESTE
2000-01-01,MAI,TERRA,GÁS NATURAL,"246638,4891",NORDESTE
2000-01-01,MAR,TERRA,GÁS NATURAL,"241762,6559",NORDESTE
2000-01-01,NOV,TERRA,GÁS NATURAL,"248755,43839999998",NORDESTE
2000-01-01,OUT,TERRA,GÁS NATURAL,"247824,8145",NORDESTE
2000-01-01,SET,TERRA,GÁS NATURAL,"250165,24440000003",NORDESTE
2001-01-01,ABR,MAR,GÁS NATURAL,"145071,3",NORDESTE
2001-01-01,AGO,MAR,GÁS NATURAL,"154375,1",NORDESTE
2001-01-01,DEZ,MAR,GÁS NATURAL,"159120,0",NORDESTE
2001-01-01,FEV,MAR,GÁS NATURAL,"141329,4",NORDESTE
2001-01-01,JAN,MAR,GÁS NATURAL,"165536,2",NORDESTE
2001-01-01,JUL,MAR,GÁS NATURAL,"152446,9",NORDESTE
2001-01-01,JUN,MAR,GÁS NATURAL,"150182,5",NORDESTE
2001-01-01,MAI,MAR,GÁS NATURAL,"156870,0",NORDESTE
2001-01-01,MAR,MAR,GÁS NATURAL,"153299,3",NORDESTE
2001-01-01,NOV,MAR,GÁS NATURAL,"155769,5",NORDESTE
2001-01-01,OUT,MAR,GÁS NATURAL,"148885,5",NORDESTE
2001-01-01,SET,MAR,GÁS NATURAL,"136706,0",NORDESTE
2001-01-01,ABR,TERRA,GÁS NATURAL,"251927,0",NORDESTE
2001-01-01,AGO,TERRA,GÁS NATURAL,"238356,0",NORDESTE
2001-01-01,DEZ,TERRA,GÁS NATURAL,"255785,57",NORDESTE
2001-01-01,FEV,TERRA,GÁS NATURAL,"232410,0",NORDESTE
2001-01-01,JAN,TERRA,GÁS NATURAL,"256886,0",NORDESTE
2001-01-01,JUL,TERRA,GÁS NATURAL,"260436,0",NORDESTE
2001-01-01,JUN,TERRA,GÁS NATURAL,"250157,0",NORDESTE
2001-01-01,MAI,TERRA,GÁS NATURAL,"270709,0",NORDESTE
2001-01-01,MAR,TERRA,GÁS NATURAL,"264393,0",NORDESTE
2001-01-01,NOV,TERRA,GÁS NATURAL,"243711,33",NORDESTE
2001-01-01,OUT,TERRA,GÁS NATURAL,"251362,99",NORDESTE
2001-01-01,SET,TERRA,GÁS NATURAL,"236234,0",NORDESTE
2002-01-01,ABR,MAR,GÁS NATURAL,"174494,0",NORDESTE
2002-01-01,AGO,MAR,GÁS NATURAL,"172561,0",NORDESTE
2002-01-01,DEZ,MAR,GÁS NATURAL,"174442,0",NORDESTE
2002-01-01,FEV,MAR,GÁS NATURAL,"156229,0",NORDESTE
2002-01-01,JAN,MAR,GÁS NATURAL,"162926,0",NORDESTE
2002-01-01,JUL,MAR,GÁS NATURAL,"170701,0",NORDESTE
2002-01-01,JUN,MAR,GÁS NATURAL,"176729,0",NORDESTE
2002-01-01,MAI,MAR,GÁS NATURAL,"177586,0",NORDESTE
2002-01-01,MAR,MAR,GÁS NATURAL,"181141,0",NORDESTE
2002-01-01,NOV,MAR,GÁS NATURAL,"184511,0",NORDESTE
2002-01-01,OUT,MAR,GÁS NATURAL,"164829,0",NORDESTE
2002-01-01,SET,MAR,GÁS NATURAL,"160627,0",NORDESTE
2002-01-01,ABR,TERRA,GÁS NATURAL,"256046,84",NORDESTE
2002-01-01,AGO,TERRA,GÁS NATURAL,"263167,95",NORDESTE
2002-01-01,DEZ,TERRA,GÁS NATURAL,"244233,90000000002",NORDESTE
2002-01-01,FEV,TERRA,GÁS NATURAL,"241278,12",NORDESTE
2002-01-01,JAN,TERRA,GÁS NATURAL,"250823,21000000002",NORDESTE
2002-01-01,JUL,TERRA,GÁS NATURAL,"258998,56",NORDESTE
2002-01-01,JUN,TERRA,GÁS NATURAL,"267431,19999999995",NORDESTE
2002-01-01,MAI,TERRA,GÁS NATURAL,"271509,31",NORDESTE
2002-01-01,MAR,TERRA,GÁS NATURAL,"265287,3",NORDESTE
2002-01-01,NOV,TERRA,GÁS NATURAL,"230577,26",NORDESTE
2002-01-01,OUT,TERRA,GÁS NATURAL,"225824,76",NORDESTE
2002-01-01,SET,TERRA,GÁS NATURAL,"238602,73",NORDESTE
2003-01-01,ABR,MAR,GÁS NATURAL,"140016,0",NORDESTE
2003-01-01,AGO,MAR,GÁS NATURAL,"174718,0",NORDESTE
2003-01-01,DEZ,MAR,GÁS NATURAL,"153331,44400000002",NORDESTE
2003-01-01,FEV,MAR,GÁS NATURAL,"144973,0",NORDESTE
2003-01-01,JAN,MAR,GÁS NATURAL,"173271,0",NORDESTE
2003-01-01,JUL,MAR,GÁS NATURAL,"166236,0",NORDESTE
2003-01-01,JUN,MAR,GÁS NATURAL,"151348,0",NORDESTE
2003-01-01,MAI,MAR,GÁS NATURAL,"153247,0",NORDESTE
2003-01-01,MAR,MAR,GÁS NATURAL,"160424,0",NORDESTE
2003-01-01,NOV,MAR,GÁS NATURAL,"158382,647",NORDESTE
2003-01-01,OUT,MAR,GÁS NATURAL,"173491,133",NORDESTE
2003-01-01,SET,MAR,GÁS NATURAL,"168252,0",NORDESTE
2003-01-01,ABR,TERRA,GÁS NATURAL,"264857,11",NORDESTE
2003-01-01,AGO,TERRA,GÁS NATURAL,"275467,87",NORDESTE
2003-01-01,DEZ,TERRA,GÁS NATURAL,"304561,89",NORDESTE
2003-01-01,FEV,TERRA,GÁS NATURAL,"238771,98",NORDESTE
2003-01-01,JAN,TERRA,GÁS NATURAL,"254301,51",NORDESTE
2003-01-01,JUL,TERRA,GÁS NATURAL,"282422,33",NORDESTE
2003-01-01,JUN,TERRA,GÁS NATURAL,"265663,05",NORDESTE
2003-01-01,MAI,TERRA,GÁS NATURAL,"279297,58999999997",NORDESTE
2003-01-01,MAR,TERRA,GÁS NATURAL,"261090,77000000002",NORDESTE
2003-01-01,NOV,TERRA,GÁS NATURAL,"277431,32",NORDESTE
2003-01-01,OUT,TERRA,GÁS NATURAL,"289092,22",NORDESTE
2003-01-01,SET,TERRA,GÁS NATURAL,"274697,49",NORDESTE
2004-01-01,ABR,MAR,GÁS NATURAL,"162274,0",NORDESTE
2004-01-01,AGO,MAR,GÁS NATURAL,"170601,0",NORDESTE
2004-01-01,DEZ,MAR,GÁS NATURAL,"173101,606",NORDESTE
2004-01-01,FEV,MAR,GÁS NATURAL,"147462,4",NORDESTE
2004-01-01,JAN,MAR,GÁS NATURAL,"156362,0",NORDESTE
2004-01-01,JUL,MAR,GÁS NATURAL,"163794,0",NORDESTE
2004-01-01,JUN,MAR,GÁS NATURAL,"154552,0",NORDESTE
2004-01-01,MAI,MAR,GÁS NATURAL,"154278,449",NORDESTE
2004-01-01,MAR,MAR,GÁS NATURAL,"158403,0",NORDESTE
2004-01-01,NOV,MAR,GÁS NATURAL,"166629,126",NORDESTE
2004-01-01,OUT,MAR,GÁS NATURAL,"169150,177",NORDESTE
2004-01-01,SET,MAR,GÁS NATURAL,"165253,0",NORDESTE
2004-01-01,ABR,TERRA,GÁS NATURAL,"304513,0",NORDESTE
2004-01-01,AGO,TERRA,GÁS NATURAL,"313671,27",NORDESTE
2004-01-01,DEZ,TERRA,GÁS NATURAL,"297228,55",NORDESTE
2004-01-01,FEV,TERRA,GÁS NATURAL,"292234,92000000004",NORDESTE
2004-01-01,JAN,TERRA,GÁS NATURAL,"301484,0",NORDESTE
2004-01-01,JUL,TERRA,GÁS NATURAL,"319440,0",NORDESTE
2004-01-01,JUN,TERRA,GÁS NATURAL,"310705,0",NORDESTE
2004-01-01,MAI,TERRA,GÁS NATURAL,"319887,70999999996",NORDESTE
2004-01-01,MAR,TERRA,GÁS NATURAL,"316558,0",NORDESTE
2004-01-01,NOV,TERRA,GÁS NATURAL,"291089,59",NORDESTE
2004-01-01,OUT,TERRA,GÁS NATURAL,"304828,27",NORDESTE
2004-01-01,SET,TERRA,GÁS NATURAL,"299367,19",NORDESTE
2005-01-01,ABR,MAR,GÁS NATURAL,"138500,19",NORDESTE
2005-01-01,AGO,MAR,GÁS NATURAL,"162184,0",NORDESTE
2005-01-01,DEZ,MAR,GÁS NATURAL,"147674,0",NORDESTE
2005-01-01,FEV,MAR,GÁS NATURAL,"149089,97",NORDESTE
2005-01-01,JAN,MAR,GÁS NATURAL,"168689,023",NORDESTE
2005-01-01,JUL,MAR,GÁS NATURAL,"161074,0",NORDESTE
2005-01-01,JUN,MAR,GÁS NATURAL,"155679,0",NORDESTE
2005-01-01,MAI,MAR,GÁS NATURAL,"154214,235",NORDESTE
2005-01-01,MAR,MAR,GÁS NATURAL,"160555,76799999998",NORDESTE
2005-01-01,NOV,MAR,GÁS NATURAL,"150030,0",NORDESTE
2005-01-01,OUT,MAR,GÁS NATURAL,"160747,0",NORDESTE
2005-01-01,SET,MAR,GÁS NATURAL,"155762,0",NORDESTE
2005-01-01,ABR,TERRA,GÁS NATURAL,"287164,27",NORDESTE
2005-01-01,AGO,TERRA,GÁS NATURAL,"288009,0",NORDESTE
2005-01-01,DEZ,TERRA,GÁS NATURAL,"283013,36",NORDESTE
2005-01-01,FEV,TERRA,GÁS NATURAL,"254225,86",NORDESTE
2005-01-01,JAN,TERRA,GÁS NATURAL,"281783,76",NORDESTE
2005-01-01,JUL,TERRA,GÁS NATURAL,"279608,0",NORDESTE
2005-01-01,JUN,TERRA,GÁS NATURAL,"278403,0",NORDESTE
2005-01-01,MAI,TERRA,GÁS NATURAL,"296170,09",NORDESTE
2005-01-01,MAR,TERRA,GÁS NATURAL,"297406,3",NORDESTE
2005-01-01,NOV,TERRA,GÁS NATURAL,"284538,0",NORDESTE
2005-01-01,OUT,TERRA,GÁS NATURAL,"262741,0",NORDESTE
2005-01-01,SET,TERRA,GÁS NATURAL,"241064,0",NORDESTE
2006-01-01,ABR,MAR,GÁS NATURAL,"143941,0",NORDESTE
2006-01-01,AGO,MAR,GÁS NATURAL,"147322,0",NORDESTE
2006-01-01,DEZ,MAR,GÁS NATURAL,"125134,0",NORDESTE
2006-01-01,FEV,MAR,GÁS NATURAL,"133137,0",NORDESTE
2006-01-01,JAN,MAR,GÁS NATURAL,"147846,6143",NORDESTE
2006-01-01,JUL,MAR,GÁS NATURAL,"154409,0",NORDESTE
2006-01-01,JUN,MAR,GÁS NATURAL,"152251,0",NORDESTE
2006-01-01,MAI,MAR,GÁS NATURAL,"157382,0",NORDESTE
2006-01-01,MAR,MAR,GÁS NATURAL,"141476,0",NORDESTE
2006-01-01,NOV,MAR,GÁS NATURAL,"125269,0",NORDESTE
2006-01-01,OUT,MAR,GÁS NATURAL,"135083,0",NORDESTE
2006-01-01,SET,MAR,GÁS NATURAL,"135728,0",NORDESTE
2006-01-01,ABR,TERRA,GÁS NATURAL,"266664,598",NORDESTE
2006-01-01,AGO,TERRA,GÁS NATURAL,"267865,805",NORDESTE
2006-01-01,DEZ,TERRA,GÁS NATURAL,"244556,872",NORDESTE
2006-01-01,FEV,TERRA,GÁS NATURAL,"251277,80229999998",NORDESTE
2006-01-01,JAN,TERRA,GÁS NATURAL,"257022,5705",NORDESTE
2006-01-01,JUL,TERRA,GÁS NATURAL,"270441,845",NORDESTE
2006-01-01,JUN,TERRA,GÁS NATURAL,"262216,434",NORDESTE
2006-01-01,MAI,TERRA,GÁS NATURAL,"274985,971",NORDESTE
2006-01-01,MAR,TERRA,GÁS NATURAL,"274336,9839",NORDESTE
2006-01-01,NOV,TERRA,GÁS NATURAL,"242323,66999999998",NORDESTE
2006-01-01,OUT,TERRA,GÁS NATURAL,"244967,43",NORDESTE
2006-01-01,SET,TERRA,GÁS NATURAL,"250832,777",NORDESTE
2007-01-01,ABR,MAR,GÁS NATURAL,"211327,0",NORDESTE
2007-01-01,AGO,MAR,GÁS NATURAL,"230734,0",NORDESTE
2007-01-01,DEZ,MAR,GÁS NATURAL,"281559,0",NORDESTE
2007-01-01,FEV,MAR,GÁS NATURAL,"145686,0",NORDESTE
2007-01-01,JAN,MAR,GÁS NATURAL,"156496,0",NORDESTE
2007-01-01,JUL,MAR,GÁS NATURAL,"227255,0",NORDESTE
2007-01-01,JUN,MAR,GÁS NATURAL,"209224,0",NORDESTE
2007-01-01,MAI,MAR,GÁS NATURAL,"200928,0",NORDESTE
2007-01-01,MAR,MAR,GÁS NATURAL,"182674,0",NORDESTE
2007-01-01,NOV,MAR,GÁS NATURAL,"263365,0",NORDESTE
2007-01-01,OUT,MAR,GÁS NATURAL,"264103,0",NORDESTE
2007-01-01,SET,MAR,GÁS NATURAL,"230199,0",NORDESTE
2007-01-01,ABR,TERRA,GÁS NATURAL,"224240,522",NORDESTE
2007-01-01,AGO,TERRA,GÁS NATURAL,"226577,954",NORDESTE
2007-01-01,DEZ,TERRA,GÁS NATURAL,"220017,149",NORDESTE
2007-01-01,FEV,TERRA,GÁS NATURAL,"212648,886",NORDESTE
2007-01-01,JAN,TERRA,GÁS NATURAL,"240055,588",NORDESTE
2007-01-01,JUL,TERRA,GÁS NATURAL,"223793,282",NORDESTE
2007-01-01,JUN,TERRA,GÁS NATURAL,"218697,73100000003",NORDESTE
2007-01-01,MAI,TERRA,GÁS NATURAL,"218120,433",NORDESTE
2007-01-01,MAR,TERRA,GÁS NATURAL,"232958,664",NORDESTE
2007-01-01,NOV,TERRA,GÁS NATURAL,"207637,698",NORDESTE
2007-01-01,OUT,TERRA,GÁS NATURAL,"214919,502",NORDESTE
2007-01-01,SET,TERRA,GÁS NATURAL,"213430,81199999998",NORDESTE
2008-01-01,ABR,MAR,GÁS NATURAL,"287470,92666999996",NORDESTE
2008-01-01,AGO,MAR,GÁS NATURAL,"340782,7567",NORDESTE
2008-01-01,DEZ,MAR,GÁS NATURAL,"277981,8804",NORDESTE
2008-01-01,FEV,MAR,GÁS NATURAL,"276188,6775",NORDESTE
2008-01-01,JAN,MAR,GÁS NATURAL,"291757,4817",NORDESTE
2008-01-01,JUL,MAR,GÁS NATURAL,"326745,70065",NORDESTE
2008-01-01,JUN,MAR,GÁS NATURAL,"281126,65364000003",NORDESTE
2008-01-01,MAI,MAR,GÁS NATURAL,"293490,76752999995",NORDESTE
2008-01-01,MAR,MAR,GÁS NATURAL,"298054,1945",NORDESTE
2008-01-01,NOV,MAR,GÁS NATURAL,"316166,56065",NORDESTE
2008-01-01,OUT,MAR,GÁS NATURAL,"341342,311",NORDESTE
2008-01-01,SET,MAR,GÁS NATURAL,"318728,33339000004",NORDESTE
2008-01-01,ABR,TERRA,GÁS NATURAL,"205252,13884",NORDESTE
2008-01-01,AGO,TERRA,GÁS NATURAL,"203249,69438",NORDESTE
2008-01-01,DEZ,TERRA,GÁS NATURAL,"186320,88482",NORDESTE
2008-01-01,FEV,TERRA,GÁS NATURAL,"199552,258",NORDESTE
2008-01-01,JAN,TERRA,GÁS NATURAL,"220940,326",NORDESTE
2008-01-01,JUL,TERRA,GÁS NATURAL,"202691,83409000002",NORDESTE
2008-01-01,JUN,TERRA,GÁS NATURAL,"201260,20366",NORDESTE
2008-01-01,MAI,TERRA,GÁS NATURAL,"204600,45835",NORDESTE
2008-01-01,MAR,TERRA,GÁS NATURAL,"205110,50400000002",NORDESTE
2008-01-01,NOV,TERRA,GÁS NATURAL,"180007,07694",NORDESTE
2008-01-01,OUT,TERRA,GÁS NATURAL,"184432,03508",NORDESTE
2008-01-01,SET,TERRA,GÁS NATURAL,"187329,62425",NORDESTE
2009-01-01,ABR,MAR,GÁS NATURAL,"259811,06886",NORDESTE
2009-01-01,AGO,MAR,GÁS NATURAL,"262469,79867",NORDESTE
2009-01-01,DEZ,MAR,GÁS NATURAL,"329008,50399",NORDESTE
2009-01-01,FEV,MAR,GÁS NATURAL,"261216,19108",NORDESTE
2009-01-01,JAN,MAR,GÁS NATURAL,"254007,91616999998",NORDESTE
2009-01-01,JUL,MAR,GÁS NATURAL,"316949,79684",NORDESTE
2009-01-01,JUN,MAR,GÁS NATURAL,"289640,64357",NORDESTE
2009-01-01,MAI,MAR,GÁS NATURAL,"282973,45652999997",NORDESTE
2009-01-01,MAR,MAR,GÁS NATURAL,"268495,52816",NORDESTE
2009-01-01,NOV,MAR,GÁS NATURAL,"282395,36604",NORDESTE
2009-01-01,OUT,MAR,GÁS NATURAL,"293351,31493",NORDESTE
2009-01-01,SET,MAR,GÁS NATURAL,"312466,80351",NORDESTE
2009-01-01,ABR,TERRA,GÁS NATURAL,"183902,52919",NORDESTE
2009-01-01,AGO,TERRA,GÁS NATURAL,"184780,57874",NORDESTE
2009-01-01,DEZ,TERRA,GÁS NATURAL,"186057,4206",NORDESTE
2009-01-01,FEV,TERRA,GÁS NATURAL,"164180,23067000002",NORDESTE
2009-01-01,JAN,TERRA,GÁS NATURAL,"184513,11865",NORDESTE
2009-01-01,JUL,TERRA,GÁS NATURAL,"184009,82616",NORDESTE
2009-01-01,JUN,TERRA,GÁS NATURAL,"174911,30942",NORDESTE
2009-01-01,MAI,TERRA,GÁS NATURAL,"170713,67581",NORDESTE
2009-01-01,MAR,TERRA,GÁS NATURAL,"188068,89357000001",NORDESTE
2009-01-01,NOV,TERRA,GÁS NATURAL,"174058,32572000002",NORDESTE
2009-01-01,OUT,TERRA,GÁS NATURAL,"184183,76914",NORDESTE
2009-01-01,SET,TERRA,GÁS NATURAL,"177086,56053000002",NORDESTE
2010-01-01,ABR,MAR,GÁS NATURAL,"293564,53049000003",NORDESTE
2010-01-01,AGO,MAR,GÁS NATURAL,"351299,38915",NORDESTE
2010-01-01,DEZ,MAR,GÁS NATURAL,"319121,27616999997",NORDESTE
2010-01-01,FEV,MAR,GÁS NATURAL,"278107,07178",NORDESTE
2010-01-01,JAN,MAR,GÁS NATURAL,"301314,64523",NORDESTE
2010-01-01,JUL,MAR,GÁS NATURAL,"330783,52688",NORDESTE
2010-01-01,JUN,MAR,GÁS NATURAL,"324551,36176",NORDESTE
2010-01-01,MAI,MAR,GÁS NATURAL,"306408,01423",NORDESTE
2010-01-01,MAR,MAR,GÁS NATURAL,"310462,37537",NORDESTE
2010-01-01,NOV,MAR,GÁS NATURAL,"296575,39964",NORDESTE
2010-01-01,OUT,MAR,GÁS NATURAL,"368201,82100999996",NORDESTE
2010-01-01,SET,MAR,GÁS NATURAL,"357429,95137",NORDESTE
2010-01-01,ABR,TERRA,GÁS NATURAL,"171883,6675",NORDESTE
2010-01-01,AGO,TERRA,GÁS NATURAL,"177188,30234",NORDESTE
2010-01-01,DEZ,TERRA,GÁS NATURAL,"168209,83954000002",NORDESTE
2010-01-01,FEV,TERRA,GÁS NATURAL,"164300,46375",NORDESTE
2010-01-01,JAN,TERRA,GÁS NATURAL,"185721,25741000002",NORDESTE
2010-01-01,JUL,TERRA,GÁS NATURAL,"167686,28493999998",NORDESTE
2010-01-01,JUN,TERRA,GÁS NATURAL,"167843,60512000002",NORDESTE
2010-01-01,MAI,TERRA,GÁS NATURAL,"179626,21331",NORDESTE
2010-01-01,MAR,TERRA,GÁS NATURAL,"176217,40201",NORDESTE
2010-01-01,NOV,TERRA,GÁS NATURAL,"165049,55184",NORDESTE
2010-01-01,OUT,TERRA,GÁS NATURAL,"167910,59435",NORDESTE
2010-01-01,SET,TERRA,GÁS NATURAL,"175803,81521",NORDESTE
2011-01-01,ABR,MAR,GÁS NATURAL,"203649,83873",NORDESTE
2011-01-01,AGO,MAR,GÁS NATURAL,"257900,78837999998",NORDESTE
2011-01-01,DEZ,MAR,GÁS NATURAL,"270415,40352",NORDESTE
2011-01-01,FEV,MAR,GÁS NATURAL,"264567,30562",NORDESTE
2011-01-01,JAN,MAR,GÁS NATURAL,"294989,76653",NORDESTE
2011-01-01,JUL,MAR,GÁS NATURAL,"273415,79288",NORDESTE
2011-01-01,JUN,MAR,GÁS NATURAL,"256972,54833999998",NORDESTE
2011-01-01,MAI,MAR,GÁS NATURAL,"262480,07547000004",NORDESTE
2011-01-01,MAR,MAR,GÁS NATURAL,"207873,67988999997",NORDESTE
2011-01-01,NOV,MAR,GÁS NATURAL,"253812,34962999998",NORDESTE
2011-01-01,OUT,MAR,GÁS NATURAL,"226131,2059",NORDESTE
2011-01-01,SET,MAR,GÁS NATURAL,"220833,01981",NORDESTE
2011-01-01,ABR,TERRA,GÁS NATURAL,"155847,69607",NORDESTE
2011-01-01,AGO,TERRA,GÁS NATURAL,"159789,19946",NORDESTE
2011-01-01,DEZ,TERRA,GÁS NATURAL,"158106,24413",NORDESTE
2011-01-01,FEV,TERRA,GÁS NATURAL,"147926,30602",NORDESTE
2011-01-01,JAN,TERRA,GÁS NATURAL,"170699,09292999998",NORDESTE
2011-01-01,JUL,TERRA,GÁS NATURAL,"155517,45898",NORDESTE
2011-01-01,JUN,TERRA,GÁS NATURAL,"154616,49128",NORDESTE
2011-01-01,MAI,TERRA,GÁS NATURAL,"168903,16262",NORDESTE
2011-01-01,MAR,TERRA,GÁS NATURAL,"166273,53417",NORDESTE
2011-01-01,NOV,TERRA,GÁS NATURAL,"149624,05776",NORDESTE
2011-01-01,OUT,TERRA,GÁS NATURAL,"155764,84850000002",NORDESTE
2011-01-01,SET,TERRA,GÁS NATURAL,"151675,74232999998",NORDESTE
2012-01-01,ABR,MAR,GÁS NATURAL,"290889,25049",NORDESTE
2012-01-01,AGO,MAR,GÁS NATURAL,"329539,58563",NORDESTE
2012-01-01,DEZ,MAR,GÁS NATURAL,"313792,26451999997",NORDESTE
2012-01-01,FEV,MAR,GÁS NATURAL,"257272,62770999997",NORDESTE
2012-01-01,JAN,MAR,GÁS NATURAL,"285620,16621",NORDESTE
2012-01-01,JUL,MAR,GÁS NATURAL,"309229,69924",NORDESTE
2012-01-01,JUN,MAR,GÁS NATURAL,"308425,51979000005",NORDESTE
2012-01-01,MAI,MAR,GÁS NATURAL,"312443,68886",NORDESTE
2012-01-01,MAR,MAR,GÁS NATURAL,"278682,92441",NORDESTE
2012-01-01,NOV,MAR,GÁS NATURAL,"271265,13067",NORDESTE
2012-01-01,OUT,MAR,GÁS NATURAL,"289337,89405999996",NORDESTE
2012-01-01,SET,MAR,GÁS NATURAL,"311879,71938",NORDESTE
2012-01-01,ABR,TERRA,GÁS NATURAL,"146822,09645",NORDESTE
2012-01-01,AGO,TERRA,GÁS NATURAL,"154450,91461",NORDESTE
2012-01-01,DEZ,TERRA,GÁS NATURAL,"167291,28296",NORDESTE
2012-01-01,FEV,TERRA,GÁS NATURAL,"139405,60168000002",NORDESTE
2012-01-01,JAN,TERRA,GÁS NATURAL,"146589,03983000002",NORDESTE
2012-01-01,JUL,TERRA,GÁS NATURAL,"146618,30266",NORDESTE
2012-01-01,JUN,TERRA,GÁS NATURAL,"152368,36141",NORDESTE
2012-01-01,MAI,TERRA,GÁS NATURAL,"153832,40736",NORDESTE
2012-01-01,MAR,TERRA,GÁS NATURAL,"145510,52156000002",NORDESTE
2012-01-01,NOV,TERRA,GÁS NATURAL,"164204,52672",NORDESTE
2012-01-01,OUT,TERRA,GÁS NATURAL,"167137,00650000002",NORDESTE
2012-01-01,SET,TERRA,GÁS NATURAL,"156799,94019",NORDESTE
2013-01-01,ABR,MAR,GÁS NATURAL,"161122,34885",NORDESTE
2013-01-01,AGO,MAR,GÁS NATURAL,"304063,49445",NORDESTE
2013-01-01,DEZ,MAR,GÁS NATURAL,"306909,58558",NORDESTE
2013-01-01,FEV,MAR,GÁS NATURAL,"289798,61549999996",NORDESTE
2013-01-01,JAN,MAR,GÁS NATURAL,"325446,51748000004",NORDESTE
2013-01-01,JUL,MAR,GÁS NATURAL,"304309,78765",NORDESTE
2013-01-01,JUN,MAR,GÁS NATURAL,"307428,76454",NORDESTE
2013-01-01,MAI,MAR,GÁS NATURAL,"304382,39663000003",NORDESTE
2013-01-01,MAR,MAR,GÁS NATURAL,"317654,61034",NORDESTE
2013-01-01,NOV,MAR,GÁS NATURAL,"301000,96483",NORDESTE
2013-01-01,OUT,MAR,GÁS NATURAL,"303547,34309",NORDESTE
2013-01-01,SET,MAR,GÁS NATURAL,"309441,65802",NORDESTE
2013-01-01,ABR,TERRA,GÁS NATURAL,"283089,35936",NORDESTE
2013-01-01,AGO,TERRA,GÁS NATURAL,"293937,12917000003",NORDESTE
2013-01-01,DEZ,TERRA,GÁS NATURAL,"330121,79223",NORDESTE
2013-01-01,FEV,TERRA,GÁS NATURAL,"206980,73346999998",NORDESTE
2013-01-01,JAN,TERRA,GÁS NATURAL,"173847,90971",NORDESTE
2013-01-01,JUL,TERRA,GÁS NATURAL,"287997,29273",NORDESTE
2013-01-01,JUN,TERRA,GÁS NATURAL,"285684,61527",NORDESTE
2013-01-01,MAI,TERRA,GÁS NATURAL,"281608,10544",NORDESTE
2013-01-01,MAR,TERRA,GÁS NATURAL,"239322,0553",NORDESTE
2013-01-01,NOV,TERRA,GÁS NATURAL,"316160,70152",NORDESTE
2013-01-01,OUT,TERRA,GÁS NATURAL,"298940,23534",NORDESTE
2013-01-01,SET,TERRA,GÁS NATURAL,"282169,99196",NORDESTE
2014-01-01,ABR,MAR,GÁS NATURAL,"289933,01798",NORDESTE
2014-01-01,AGO,MAR,GÁS NATURAL,"295340,13431",NORDESTE
2014-01-01,DEZ,MAR,GÁS NATURAL,"291779,57675",NORDESTE
2014-01-01,FEV,MAR,GÁS NATURAL,"271966,7354",NORDESTE
2014-01-01,JAN,MAR,GÁS NATURAL,"276322,15951",NORDESTE
2014-01-01,JUL,MAR,GÁS NATURAL,"294549,43434000004",NORDESTE
2014-01-01,JUN,MAR,GÁS NATURAL,"289907,52598000003",NORDESTE
2014-01-01,MAI,MAR,GÁS NATURAL,"291427,39347",NORDESTE
2014-01-01,MAR,MAR,GÁS NATURAL,"298275,21024000004",NORDESTE
2014-01-01,NOV,MAR,GÁS NATURAL,"280971,11498",NORDESTE
2014-01-01,OUT,MAR,GÁS NATURAL,"287006,15242",NORDESTE
2014-01-01,SET,MAR,GÁS NATURAL,"283830,73219",NORDESTE
2014-01-01,ABR,TERRA,GÁS NATURAL,"330064,39845000004",NORDESTE
2014-01-01,AGO,TERRA,GÁS NATURAL,"316124,62481",NORDESTE
2014-01-01,DEZ,TERRA,GÁS NATURAL,"292442,39803000004",NORDESTE
2014-01-01,FEV,TERRA,GÁS NATURAL,"310519,16148",NORDESTE
2014-01-01,JAN,TERRA,GÁS NATURAL,"342275,59700999997",NORDESTE
2014-01-01,JUL,TERRA,GÁS NATURAL,"317243,69987",NORDESTE
2014-01-01,JUN,TERRA,GÁS NATURAL,"301394,35141",NORDESTE
