ANO,MÊS,LOCALIZAÇÃO,PRODUTO,PRODUÇÃO,REGIÃO
2012-01-01,AGO,MAR,GÁS NATURAL,"1693289,08023",BRASIL
2012-01-01,DEZ,MAR,GÁS NATURAL,"1819227,9119199999",BRASIL
2012-01-01,FEV,MAR,GÁS NATURAL,"1479746,42737",BRASIL
2012-01-01,JAN,MAR,GÁS NATURAL,"1692329,89791",BRASIL
2012-01-01,JUL,MAR,GÁS NATURAL,"1689971,00664",BRASIL
2012-01-01,JUN,MAR,GÁS NATURAL,"1645015,56849",BRASIL
2012-01-01,MAI,MAR,GÁS NATURAL,"1598039,75756",BRASIL
2012-01-01,MAR,MAR,GÁS NATURAL,"1539408,0944599998",BRASIL
2012-01-01,NOV,MAR,GÁS NATURAL,"1689710,79657",BRASIL
2012-01-01,OUT,MAR,GÁS NATURAL,"1735912,97916",BRASIL
2012-01-01,SET,MAR,GÁS NATURAL,"1640994,65808",BRASIL
2012-01-01,ABR,TERRA,GÁS NATURAL,"473722,2525800001",BRASIL
2012-01-01,AGO,TERRA,GÁS NATURAL,"519336,65328",BRASIL
2012-01-01,DEZ,TERRA,GÁS NATURAL,"542401,07379",BRASIL
2012-01-01,FEV,TERRA,GÁS NATURAL,"466256,18438",BRASIL
2012-01-01,JAN,TERRA,GÁS NATURAL,"511558,00649",BRASIL
2012-01-01,JUL,TERRA,GÁS NATURAL,"510381,06328999996",BRASIL
2012-01-01,JUN,TERRA,GÁS NATURAL,"514441,1954",BRASIL
2012-01-01,MAI,TERRA,GÁS NATURAL,"522409,71738",BRASIL
2012-01-01,MAR,TERRA,GÁS NATURAL,"515041,85555",BRASIL
2012-01-01,NOV,TERRA,GÁS NATURAL,"509888,46282",BRASIL
2012-01-01,OUT,TERRA,GÁS NATURAL,"526202,84173",BRASIL
2012-01-01,SET,TERRA,GÁS NATURAL,"511297,87403000006",BRASIL
2013-01-01,ABR,MAR,GÁS NATURAL,"1606256,61385",BRASIL
2013-01-01,AGO,MAR,GÁS NATURAL,"1753919,26185",BRASIL
2013-01-01,DEZ,MAR,GÁS NATURAL,"1821133,8324799999",BRASIL
2013-01-01,FEV,MAR,GÁS NATURAL,"1619784,0441",BRASIL
2013-01-01,JAN,MAR,GÁS NATURAL,"1811893,7425800003",BRASIL
2013-01-01,JUL,MAR,GÁS NATURAL,"1778688,38145",BRASIL
2013-01-01,JUN,MAR,GÁS NATURAL,"1768173,07204",BRASIL
2013-01-01,MAI,MAR,GÁS NATURAL,"1676554,10483",BRASIL
2013-01-01,MAR,MAR,GÁS NATURAL,"1795706,58324",BRASIL
2013-01-01,NOV,MAR,GÁS NATURAL,"1702630,85963",BRASIL
2013-01-01,OUT,MAR,GÁS NATURAL,"1591749,3224300002",BRASIL
2013-01-01,SET,MAR,GÁS NATURAL,"1735710,4360200001",BRASIL
2013-01-01,ABR,TERRA,GÁS NATURAL,"634760,98875",BRASIL
2013-01-01,AGO,TERRA,GÁS NATURAL,"632662,9531",BRASIL
2013-01-01,DEZ,TERRA,GÁS NATURAL,"707719,23336",BRASIL
2013-01-01,FEV,TERRA,GÁS NATURAL,"523263,13223",BRASIL
2013-01-01,JAN,TERRA,GÁS NATURAL,"539528,7898",BRASIL
2013-01-01,JUL,TERRA,GÁS NATURAL,"654710,3299",BRASIL
2013-01-01,JUN,TERRA,GÁS NATURAL,"631469,08823",BRASIL
2013-01-01,MAI,TERRA,GÁS NATURAL,"643863,53618",BRASIL
2013-01-01,MAR,TERRA,GÁS NATURAL,"599176,24899",BRASIL
2013-01-01,NOV,TERRA,GÁS NATURAL,"669267,52689",BRASIL
2013-01-01,OUT,TERRA,GÁS NATURAL,"666989,39677",BRASIL
2013-01-01,SET,TERRA,GÁS NATURAL,"608601,42696",BRASIL
2014-01-01,ABR,MAR,GÁS NATURAL,"1780020,61038",BRASIL
2014-01-01,AGO,MAR,GÁS NATURAL,"2089497,8429100001",BRASIL
2014-01-01,DEZ,MAR,GÁS NATURAL,"2231404,74465",BRASIL
2014-01-01,FEV,MAR,GÁS NATURAL,"1666327,3270999999",BRASIL
2014-01-01,JAN,MAR,GÁS NATURAL,"1757690,28591",BRASIL
2014-01-01,JUL,MAR,GÁS NATURAL,"2001278,10454",BRASIL
2014-01-01,JUN,MAR,GÁS NATURAL,"1908599,85768",BRASIL
2014-01-01,MAI,MAR,GÁS NATURAL,"1905669,83957",BRASIL
2014-01-01,MAR,MAR,GÁS NATURAL,"1855482,74754",BRASIL
2014-01-01,NOV,MAR,GÁS NATURAL,"2033442,61738",BRASIL
2014-01-01,OUT,MAR,GÁS NATURAL,"2143157,17882",BRASIL
2014-01-01,SET,MAR,GÁS NATURAL,"2014774,8778900001",BRASIL
2014-01-01,ABR,TERRA,GÁS NATURAL,"705680,3567",BRASIL
2014-01-01,AGO,TERRA,GÁS NATURAL,"728607,1856000001",BRASIL
2014-01-01,DEZ,TERRA,GÁS NATURAL,"718178,23211",BRASIL
2014-01-01,FEV,TERRA,GÁS NATURAL,"664625,97392",BRASIL
2014-01-01,JAN,TERRA,GÁS NATURAL,"733335,2844499999",BRASIL
2014-01-01,JUL,TERRA,GÁS NATURAL,"722922,52463",BRASIL
2014-01-01,JUN,TERRA,GÁS NATURAL,"688356,9241899999",BRASIL
2014-01-01,MAI,TERRA,GÁS NATURAL,"714963,8646900001",BRASIL
2014-01-01,MAR,TERRA,GÁS NATURAL,"730197,7810999999",BRASIL
2014-01-01,NOV,TERRA,GÁS NATURAL,"717409,21234",BRASIL
2014-01-01,OUT,TERRA,GÁS NATURAL,"730081,0971",BRASIL
2014-01-01,SET,TERRA,GÁS NATURAL,"653169,3316200001",BRASIL
2015-01-01,ABR,MAR,GÁS NATURAL,"2166553,87007",BRASIL
2015-01-01,AGO,MAR,GÁS NATURAL,"2348066,3333",BRASIL
2015-01-01,DEZ,MAR,GÁS NATURAL,"2382760,3354700003",BRASIL
2015-01-01,FEV,MAR,GÁS NATURAL,"2006788,44643",BRASIL
2015-01-01,JAN,MAR,GÁS NATURAL,"2264402,70632",BRASIL
2015-01-01,JUL,MAR,GÁS NATURAL,"2246092,37402",BRASIL
2015-01-01,JUN,MAR,GÁS NATURAL,"2175768,79341",BRASIL
2015-01-01,MAI,MAR,GÁS NATURAL,"2233254,9050600003",BRASIL
2015-01-01,MAR,MAR,GÁS NATURAL,"2237533,19348",BRASIL
2015-01-01,NOV,MAR,GÁS NATURAL,"2149931,09716",BRASIL
2015-01-01,OUT,MAR,GÁS NATURAL,"2304252,38942",BRASIL
2015-01-01,SET,MAR,GÁS NATURAL,"2222171,76297",BRASIL
2015-01-01,ABR,TERRA,GÁS NATURAL,"663719,99017",BRASIL
2015-01-01,AGO,TERRA,GÁS NATURAL,"727994,48138",BRASIL
2015-01-01,DEZ,TERRA,GÁS NATURAL,"729616,35291",BRASIL
2015-01-01,FEV,TERRA,GÁS NATURAL,"663206,58121",BRASIL
2015-01-01,JAN,TERRA,GÁS NATURAL,"728902,35607",BRASIL
2015-01-01,JUL,TERRA,GÁS NATURAL,"709134,44531",BRASIL
2015-01-01,JUN,TERRA,GÁS NATURAL,"689709,6604800001",BRASIL
2015-01-01,MAI,TERRA,GÁS NATURAL,"653842,4236",BRASIL
2015-01-01,MAR,TERRA,GÁS NATURAL,"726772,55961",BRASIL
2015-01-01,NOV,TERRA,GÁS NATURAL,"675814,00028",BRASIL
2015-01-01,OUT,TERRA,GÁS NATURAL,"721535,37783",BRASIL
2015-01-01,SET,TERRA,GÁS NATURAL,"698622,54146",BRASIL
2016-01-01,ABR,MAR,GÁS NATURAL,"2183360,26942",BRASIL
2016-01-01,AGO,MAR,GÁS NATURAL,"2600166,62354",BRASIL
2016-01-01,DEZ,MAR,GÁS NATURAL,"2733468,5697",BRASIL
2016-01-01,FEV,MAR,GÁS NATURAL,"2170637,33266",BRASIL
2016-01-01,JAN,MAR,GÁS NATURAL,"2285547,30807",BRASIL
2016-01-01,JUL,MAR,GÁS NATURAL,"2545861,03288",BRASIL
2016-01-01,JUN,MAR,GÁS NATURAL,"2410517,74276",BRASIL
2016-01-01,MAI,MAR,GÁS NATURAL,"2368978,55829",BRASIL
2016-01-01,MAR,MAR,GÁS NATURAL,"2127156,41406",BRASIL
2016-01-01,NOV,MAR,GÁS NATURAL,"2564097,10029",BRASIL
2016-01-01,OUT,MAR,GÁS NATURAL,"2592698,1494899997",BRASIL
2016-01-01,SET,MAR,GÁS NATURAL,"2607756,14341",BRASIL
2016-01-01,ABR,TERRA,GÁS NATURAL,"689784,79531",BRASIL
2016-01-01,AGO,TERRA,GÁS NATURAL,"771594,38682",BRASIL
2016-01-01,DEZ,TERRA,GÁS NATURAL,"731471,96943",BRASIL
2016-01-01,FEV,TERRA,GÁS NATURAL,"662617,66216",BRASIL
2016-01-01,JAN,TERRA,GÁS NATURAL,"729088,37535",BRASIL
2016-01-01,JUL,TERRA,GÁS NATURAL,"776491,28538",BRASIL
2016-01-01,JUN,TERRA,GÁS NATURAL,"695020,55312",BRASIL
2016-01-01,MAI,TERRA,GÁS NATURAL,"725064,29712",BRASIL
2016-01-01,MAR,TERRA,GÁS NATURAL,"673851,11461",BRASIL
2016-01-01,NOV,TERRA,GÁS NATURAL,"769300,3904500001",BRASIL
2016-01-01,OUT,TERRA,GÁS NATURAL,"770589,2924500001",BRASIL
2016-01-01,SET,TERRA,GÁS NATURAL,"705330,69317",BRASIL
2017-01-01,ABR,MAR,GÁS NATURAL,"2554116,54769",BRASIL
2017-01-01,AGO,MAR,GÁS NATURAL,"2696956,57061",BRASIL
2017-01-01,DEZ,MAR,GÁS NATURAL,"2803230,35253",BRASIL
2017-01-01,FEV,MAR,GÁS NATURAL,"2449566,51211",BRASIL
2017-01-01,JAN,MAR,GÁS NATURAL,"2740818,14877",BRASIL
2017-01-01,JUL,MAR,GÁS NATURAL,"2767370,16225",BRASIL
2017-01-01,JUN,MAR,GÁS NATURAL,"2693547,97247",BRASIL
2017-01-01,MAI,MAR,GÁS NATURAL,"2727501,6142100003",BRASIL
2017-01-01,MAR,MAR,GÁS NATURAL,"2617719,5204",BRASIL
2017-01-01,NOV,MAR,GÁS NATURAL,"2700526,11859",BRASIL
2017-01-01,OUT,MAR,GÁS NATURAL,"2806556,67485",BRASIL
2017-01-01,SET,MAR,GÁS NATURAL,"2711238,38296",BRASIL
2017-01-01,ABR,TERRA,GÁS NATURAL,"523315,29834",BRASIL
2017-01-01,AGO,TERRA,GÁS NATURAL,"770084,92089",BRASIL
2017-01-01,DEZ,TERRA,GÁS NATURAL,"711323,19202",BRASIL
2017-01-01,FEV,TERRA,GÁS NATURAL,"536319,95386",BRASIL
2017-01-01,JAN,TERRA,GÁS NATURAL,"667312,75481",BRASIL
2017-01-01,JUL,TERRA,GÁS NATURAL,"797816,15075",BRASIL
2017-01-01,JUN,TERRA,GÁS NATURAL,"640490,63714",BRASIL
2017-01-01,MAI,TERRA,GÁS NATURAL,"520692,52924",BRASIL
2017-01-01,MAR,TERRA,GÁS NATURAL,"523999,51843",BRASIL
2017-01-01,NOV,TERRA,GÁS NATURAL,"701776,32307",BRASIL
2017-01-01,OUT,TERRA,GÁS NATURAL,"746169,54273",BRASIL
2017-01-01,SET,TERRA,GÁS NATURAL,"708953,0810700001",BRASIL
2018-01-01,ABR,MAR,GÁS NATURAL,"2703866,57291",BRASIL
2018-01-01,AGO,MAR,GÁS NATURAL,"2483300,3532600002",BRASIL
2018-01-01,DEZ,MAR,GÁS NATURAL,"2949567,8464099998",BRASIL
2018-01-01,FEV,MAR,GÁS NATURAL,"2566982,53309",BRASIL
2018-01-01,JAN,MAR,GÁS NATURAL,"2816837,43478",BRASIL
2018-01-01,JUL,MAR,GÁS NATURAL,"2791406,30455",BRASIL
2018-01-01,JUN,MAR,GÁS NATURAL,"2716369,39091",BRASIL
2018-01-01,MAI,MAR,GÁS NATURAL,"2883894,69667",BRASIL
2018-01-01,MAR,MAR,GÁS NATURAL,"2767116,02162",BRASIL
2018-01-01,NOV,MAR,GÁS NATURAL,"2731275,04819",BRASIL
2018-01-01,OUT,MAR,GÁS NATURAL,"2842989,09613",BRASIL
2018-01-01,SET,MAR,GÁS NATURAL,"2590320,27334",BRASIL
2018-01-01,ABR,TERRA,GÁS NATURAL,"558554,74216",BRASIL
2018-01-01,AGO,TERRA,GÁS NATURAL,"814088,56871",BRASIL
2018-01-01,DEZ,TERRA,GÁS NATURAL,"574631,18449",BRASIL
2018-01-01,FEV,TERRA,GÁS NATURAL,"507775,78761",BRASIL
2018-01-01,JAN,TERRA,GÁS NATURAL,"668184,14252",BRASIL
2018-01-01,JUL,TERRA,GÁS NATURAL,"803654,05464",BRASIL
2018-01-01,JUN,TERRA,GÁS NATURAL,"731415,65349",BRASIL
2018-01-01,MAI,TERRA,GÁS NATURAL,"584769,37683",BRASIL
2018-01-01,MAR,TERRA,GÁS NATURAL,"549022,16346",BRASIL
2018-01-01,NOV,TERRA,GÁS NATURAL,"639280,6240000001",BRASIL
2018-01-01,OUT,TERRA,GÁS NATURAL,"785162,14365",BRASIL
2018-01-01,SET,TERRA,GÁS NATURAL,"796743,04667",BRASIL
2019-01-01,ABR,MAR,GÁS NATURAL,"2815428,21025",BRASIL
2019-01-01,AGO,MAR,GÁS NATURAL,"3351100,7622100003",BRASIL
2019-01-01,DEZ,MAR,GÁS NATURAL,"3476231,5065200003",BRASIL
2019-01-01,FEV,MAR,GÁS NATURAL,"2529208,6683699996",BRASIL
2019-01-01,JAN,MAR,GÁS NATURAL,"2879278,42",BRASIL
2019-01-01,JUL,MAR,GÁS NATURAL,"3091881,65381",BRASIL
2019-01-01,JUN,MAR,GÁS NATURAL,"2694252,59138",BRASIL
2019-01-01,MAI,MAR,GÁS NATURAL,"3064173,38251",BRASIL
2019-01-01,MAR,MAR,GÁS NATURAL,"2847248,51686",BRASIL
2019-01-01,NOV,MAR,GÁS NATURAL,"3310681,36467",BRASIL
2019-01-01,OUT,MAR,GÁS NATURAL,"3273874,03541",BRASIL
2019-01-01,SET,MAR,GÁS NATURAL,"3092379,3506",BRASIL
2019-01-01,ABR,TERRA,GÁS NATURAL,"572415,69903",BRASIL
2019-01-01,AGO,TERRA,GÁS NATURAL,"781906,14457",BRASIL
2019-01-01,DEZ,TERRA,GÁS NATURAL,"794974,76965",BRASIL
2019-01-01,FEV,TERRA,GÁS NATURAL,"555064,43251",BRASIL
2019-01-01,JAN,TERRA,GÁS NATURAL,"629817,93842",BRASIL
2019-01-01,JUL,TERRA,GÁS NATURAL,"756975,63814",BRASIL
2019-01-01,JUN,TERRA,GÁS NATURAL,"640312,31643",BRASIL
2019-01-01,MAI,TERRA,GÁS NATURAL,"591948,45054",BRASIL
2019-01-01,MAR,TERRA,GÁS NATURAL,"608982,26549",BRASIL
2019-01-01,NOV,TERRA,GÁS NATURAL,"787224,26498",BRASIL
2019-01-01,OUT,TERRA,GÁS NATURAL,"805560,4457500001",BRASIL
2019-01-01,SET,TERRA,GÁS NATURAL,"773311,11719",BRASIL
2020-01-01,ABR,MAR,GÁS NATURAL,"3198002,42594",BRASIL
2020-01-01,AGO,MAR,GÁS NATURAL,"3540831,3245599996",BRASIL
2020-01-01,DEZ,MAR,GÁS NATURAL,"3208164,5023800004",BRASIL
2020-01-01,FEV,MAR,GÁS NATURAL,"3097428,9231100003",BRASIL
2020-01-01,JAN,MAR,GÁS NATURAL,"3473410,88424",BRASIL
2020-01-01,JUL,MAR,GÁS NATURAL,"3460072,50826",BRASIL
2020-01-01,JUN,MAR,GÁS NATURAL,"3305259,03667",BRASIL
2020-01-01,MAI,MAR,GÁS NATURAL,"3048821,43531",BRASIL
2020-01-01,MAR,MAR,GÁS NATURAL,"3223063,54093",BRASIL
2020-01-01,NOV,MAR,GÁS NATURAL,"3084756,1434699995",BRASIL
2020-01-01,OUT,MAR,GÁS NATURAL,"3294115,95085",BRASIL
2020-01-01,SET,MAR,GÁS NATURAL,"3219207,44954",BRASIL
2020-01-01,ABR,TERRA,GÁS NATURAL,"522171,67182",BRASIL
2020-01-01,AGO,TERRA,GÁS NATURAL,"616468,24548",BRASIL
2020-01-01,DEZ,TERRA,GÁS NATURAL,"728131,47138",BRASIL
2020-01-01,FEV,TERRA,GÁS NATURAL,"641692,889",BRASIL
2020-01-01,JAN,TERRA,GÁS NATURAL,"827929,57697",BRASIL
2020-01-01,JUL,TERRA,GÁS NATURAL,"580227,38176",BRASIL
2020-01-01,JUN,TERRA,GÁS NATURAL,"548917,4931999999",BRASIL
2020-01-01,MAI,TERRA,GÁS NATURAL,"496559,66339",BRASIL
2020-01-01,MAR,TERRA,GÁS NATURAL,"551165,97137",BRASIL
2020-01-01,NOV,TERRA,GÁS NATURAL,"707180,30785",BRASIL
2020-01-01,OUT,TERRA,GÁS NATURAL,"737459,14644",BRASIL
2020-01-01,SET,TERRA,GÁS NATURAL,"538470,05165",BRASIL
2021-01-01,ABR,MAR,GÁS NATURAL,"3405523,77778",BRASIL
2021-01-01,AGO,MAR,GÁS NATURAL,"3467544,53987",BRASIL
2021-01-01,DEZ,MAR,GÁS NATURAL,"3458828,29685",BRASIL
2021-01-01,FEV,MAR,GÁS NATURAL,"3060514,34785",BRASIL
2021-01-01,JAN,MAR,GÁS NATURAL,"3446275,55676",BRASIL
2021-01-01,JUL,MAR,GÁS NATURAL,"3560212,37811",BRASIL
2021-01-01,JUN,MAR,GÁS NATURAL,"3358351,8909",BRASIL
2021-01-01,MAI,MAR,GÁS NATURAL,"3468144,0745499996",BRASIL
2021-01-01,MAR,MAR,GÁS NATURAL,"3380817,9101400003",BRASIL
2021-01-01,NOV,MAR,GÁS NATURAL,"3354188,11589",BRASIL
2021-01-01,OUT,MAR,GÁS NATURAL,"3306884,7941400004",BRASIL
2021-01-01,SET,MAR,GÁS NATURAL,"3269419,09276",BRASIL
2021-01-01,ABR,TERRA,GÁS NATURAL,"537438,99907",BRASIL
2021-01-01,AGO,TERRA,GÁS NATURAL,"766922,96551",BRASIL
2021-01-01,DEZ,TERRA,GÁS NATURAL,"640566,81292",BRASIL
2021-01-01,FEV,TERRA,GÁS NATURAL,"609915,47807",BRASIL
2021-01-01,JAN,TERRA,GÁS NATURAL,"782049,4600300001",BRASIL
2021-01-01,JUL,TERRA,GÁS NATURAL,"754306,28966",BRASIL
2021-01-01,JUN,TERRA,GÁS NATURAL,"714149,00275",BRASIL
2021-01-01,MAI,TERRA,GÁS NATURAL,"703033,21532",BRASIL
2021-01-01,MAR,TERRA,GÁS NATURAL,"527857,53329",BRASIL
2021-01-01,NOV,TERRA,GÁS NATURAL,"743360,59734",BRASIL
2021-01-01,OUT,TERRA,GÁS NATURAL,"775944,01369",BRASIL
2021-01-01,SET,TERRA,GÁS NATURAL,"732077,60431",BRASIL
2022-01-01,ABR,MAR,GÁS NATURAL,"3550605,26601",BRASIL
2022-01-01,AGO,MAR,GÁS NATURAL,"3655964,1213999996",BRASIL
2022-01-01,DEZ,MAR,GÁS NATURAL,"3660969,91061",BRASIL
2022-01-01,FEV,MAR,GÁS NATURAL,"3264446,1267600004",BRASIL
2022-01-01,JAN,MAR,GÁS NATURAL,"3719395,5315",BRASIL
2022-01-01,JUL,MAR,GÁS NATURAL,"3553560,62307",BRASIL
2022-01-01,JUN,MAR,GÁS NATURAL,"3257905,84724",BRASIL
2022-01-01,MAI,MAR,GÁS NATURAL,"3538075,00033",BRASIL
2022-01-01,MAR,MAR,GÁS NATURAL,"3620152,65911",BRASIL
2022-01-01,NOV,MAR,GÁS NATURAL,"3565749,4482099996",BRASIL
2022-01-01,OUT,MAR,GÁS NATURAL,"3925466,21274",BRASIL
2022-01-01,SET,MAR,GÁS NATURAL,"3622557,7196499994",BRASIL
2022-01-01,ABR,TERRA,GÁS NATURAL,"554677,85753",BRASIL
2022-01-01,AGO,TERRA,GÁS NATURAL,"682883,37589",BRASIL
2022-01-01,DEZ,TERRA,GÁS NATURAL,"685229,87036",BRASIL
2022-01-01,FEV,TERRA,GÁS NATURAL,"465720,18732",BRASIL
2022-01-01,JAN,TERRA,GÁS NATURAL,"540975,25515",BRASIL
2022-01-01,JUL,TERRA,GÁS NATURAL,"650960,23168",BRASIL
2022-01-01,JUN,TERRA,GÁS NATURAL,"729183,21075",BRASIL
2022-01-01,MAI,TERRA,GÁS NATURAL,"545030,46976",BRASIL
2022-01-01,MAR,TERRA,GÁS NATURAL,"547560,48783",BRASIL
2022-01-01,NOV,TERRA,GÁS NATURAL,"645651,12742",BRASIL
2022-01-01,OUT,TERRA,GÁS NATURAL,"685809,16491",BRASIL
2022-01-01,SET,TERRA,GÁS NATURAL,"669551,55349",BRASIL
2023-01-01,ABR,MAR,GÁS NATURAL,"3592368,923",BRASIL
2023-01-01,AGO,MAR,GÁS NATURAL,"3947839,7640000004",BRASIL
2023-01-01,FEV,MAR,GÁS NATURAL,"3574217,7060000002",BRASIL
2023-01-01,JAN,MAR,GÁS NATURAL,"3816200,949",BRASIL
2023-01-01,JUL,MAR,GÁS NATURAL,"4100491,127",BRASIL
2023-01-01,JUN,MAR,GÁS NATURAL,"3798097,107",BRASIL
2023-01-01,MAI,MAR,GÁS NATURAL,"3877679,046",BRASIL
2023-01-01,MAR,MAR,GÁS NATURAL,"3691252,1429999997",BRASIL
2023-01-01,SET,MAR,GÁS NATURAL,"4132198,825",BRASIL
2023-01-01,ABR,TERRA,GÁS NATURAL,"655667,5920000001",BRASIL
2023-01-01,AGO,TERRA,GÁS NATURAL,"635818,363",BRASIL
2023-01-01,FEV,TERRA,GÁS NATURAL,"528888,406",BRASIL
2023-01-01,JAN,TERRA,GÁS NATURAL,"624342,123",BRASIL
2023-01-01,JUL,TERRA,GÁS NATURAL,"675860,279",BRASIL
2023-01-01,JUN,TERRA,GÁS NATURAL,"769639,546",BRASIL
2023-01-01,MAI,TERRA,GÁS NATURAL,"599022,503",BRASIL
2023-01-01,MAR,TERRA,GÁS NATURAL,"603202,128",BRASIL
2023-01-01,SET,TERRA,GÁS NATURAL,"607465,9269999999",BRASIL
1997-01-01,ABR,MAR,GÁS NATURAL,"129211,0",NORDESTE
1997-01-01,AGO,MAR,GÁS NATURAL,"135888,0",NORDESTE
1997-01-01,DEZ,MAR,GÁS NATURAL,"136174,0",NORDESTE
1997-01-01,FEV,MAR,GÁS NATURAL,"130063,0",NORDESTE
1997-01-01,JAN,MAR,GÁS NATURAL,"124669,0",NORDESTE
1997-01-01,JUL,MAR,GÁS NATURAL,"143011,0",NORDESTE
1997-01-01,JUN,MAR,GÁS NATURAL,"138782,0",NORDESTE
1997-01-01,MAI,MAR,GÁS NATURAL,"121092,0",NORDESTE
1997-01-01,MAR,MAR,GÁS NATURAL,"121589,0",NORDESTE
1997-01-01,NOV,MAR,GÁS NATURAL,"121727,0",NORDESTE
1997-01-01,OUT,MAR,GÁS NATURAL,"126693,0",NORDESTE
1997-01-01,SET,MAR,GÁS NATURAL,"133711,0",NORDESTE
1997-01-01,ABR,TERRA,GÁS NATURAL,"221331,0",NORDESTE
1997-01-01,AGO,TERRA,GÁS NATURAL,"230206,0",NORDESTE
1997-01-01,DEZ,TERRA,GÁS NATURAL,"241927,0",NORDESTE
1997-01-01,FEV,TERRA,GÁS NATURAL,"213890,6667",NORDESTE
1997-01-01,JAN,TERRA,GÁS NATURAL,"217599,3333",NORDESTE
1997-01-01,JUL,TERRA,GÁS NATURAL,"228979,0",NORDESTE
1997-01-01,JUN,TERRA,GÁS NATURAL,"225455,0",NORDESTE
1997-01-01,MAI,TERRA,GÁS NATURAL,"217989,0",NORDESTE
1997-01-01,MAR,TERRA,GÁS NATURAL,"229285,0",NORDESTE
1997-01-01,NOV,TERRA,GÁS NATURAL,"243137,0",NORDESTE
1997-01-01,OUT,TERRA,GÁS NATURAL,"242247,0",NORDESTE
1997-01-01,SET,TERRA,GÁS NATURAL,"229230,0",NORDESTE
1998-01-01,ABR,MAR,GÁS NATURAL,"143319,0",NORDESTE
1998-01-01,AGO,MAR,GÁS NATURAL,"139818,0",NORDESTE
1998-01-01,DEZ,MAR,GÁS NATURAL,"144260,0",NORDESTE
1998-01-01,FEV,MAR,GÁS NATURAL,"125411,0",NORDESTE
1998-01-01,JAN,MAR,GÁS NATURAL,"141001,0",NORDESTE
1998-01-01,JUL,MAR,GÁS NATURAL,"139347,0",NORDESTE
1998-01-01,JUN,MAR,GÁS NATURAL,"141685,0",NORDESTE
1998-01-01,MAI,MAR,GÁS NATURAL,"146440,0",NORDESTE
1998-01-01,MAR,MAR,GÁS NATURAL,"146762,0",NORDESTE
1998-01-01,NOV,MAR,GÁS NATURAL,"143234,0",NORDESTE
1998-01-01,OUT,MAR,GÁS NATURAL,"144020,0",NORDESTE
1998-01-01,SET,MAR,GÁS NATURAL,"140730,0",NORDESTE
1998-01-01,ABR,TERRA,GÁS NATURAL,"238316,0",NORDESTE
1998-01-01,AGO,TERRA,GÁS NATURAL,"227437,0",NORDESTE
1998-01-01,DEZ,TERRA,GÁS NATURAL,"237780,0",NORDESTE
1998-01-01,FEV,TERRA,GÁS NATURAL,"227399,0",NORDESTE
1998-01-01,JAN,TERRA,GÁS NATURAL,"237708,0",NORDESTE
1998-01-01,JUL,TERRA,GÁS NATURAL,"233095,0",NORDESTE
1998-01-01,JUN,TERRA,GÁS NATURAL,"231225,0",NORDESTE
1998-01-01,MAI,TERRA,GÁS NATURAL,"254248,0",NORDESTE
1998-01-01,MAR,TERRA,GÁS NATURAL,"237368,0",NORDESTE
1998-01-01,NOV,TERRA,GÁS NATURAL,"235870,0",NORDESTE
1998-01-01,OUT,TERRA,GÁS NATURAL,"253375,0",NORDESTE
1998-01-01,SET,TERRA,GÁS NATURAL,"230173,0",NORDESTE
1999-01-01,ABR,MAR,GÁS NATURAL,"139332,2238",NORDESTE
1999-01-01,AGO,MAR,GÁS NATURAL,"160184,7722",NORDESTE
1999-01-01,DEZ,MAR,GÁS NATURAL,"159925,12709999998",NORDESTE
1999-01-01,FEV,MAR,GÁS NATURAL,"121561,1023",NORDESTE
1999-01-01,JAN,MAR,GÁS NATURAL,"142377,05359999998",NORDESTE
1999-01-01,JUL,MAR,GÁS NATURAL,"154505,9118",NORDESTE
1999-01-01,JUN,MAR,GÁS NATURAL,"153568,823",NORDESTE
1999-01-01,MAI,MAR,GÁS NATURAL,"144534,8224",NORDESTE
1999-01-01,MAR,MAR,GÁS NATURAL,"144824,0985",NORDESTE
1999-01-01,NOV,MAR,GÁS NATURAL,"154733,5847",NORDESTE
1999-01-01,OUT,MAR,GÁS NATURAL,"160848,3003",NORDESTE
1999-01-01,SET,MAR,GÁS NATURAL,"153576,0775",NORDESTE
1999-01-01,ABR,TERRA,GÁS NATURAL,"239017,57510000002",NORDESTE
1999-01-01,AGO,TERRA,GÁS NATURAL,"245348,4143",NORDESTE
1999-01-01,DEZ,TERRA,GÁS NATURAL,"246274,6026",NORDESTE
1999-01-01,FEV,TERRA,GÁS NATURAL,"216397,9225",NORDESTE
1999-01-01,JAN,TERRA,GÁS NATURAL,"247268,32760000002",NORDESTE
1999-01-01,JUL,TERRA,GÁS NATURAL,"244152,234",NORDESTE
1999-01-01,JUN,TERRA,GÁS NATURAL,"236641,6987",NORDESTE
1999-01-01,MAI,TERRA,GÁS NATURAL,"242652,787",NORDESTE
1999-01-01,MAR,TERRA,GÁS NATURAL,"242835,3538",NORDESTE
1999-01-01,NOV,TERRA,GÁS NATURAL,"227878,6394",NORDESTE
1999-01-01,OUT,TERRA,GÁS NATURAL,"237109,4623",NORDESTE
1999-01-01,SET,TERRA,GÁS NATURAL,"234016,3261",NORDESTE
2000-01-01,ABR,MAR,GÁS NATURAL,"159416,9952",NORDESTE
2000-01-01,AGO,MAR,GÁS NATURAL,"170239,1373",NORDESTE
